ID,Codigo,Link,Nombre,Descripcion/Obervaciones,Tipo,ProcedenciaOC,EsTratoDirecto,EsCompraAgil,CodigoTipo,CodigoAbreviadoTipoOC,DescripcionTipoOC,codigoEstado,Estado,codigoEstadoProveedor,EstadoProveedor,FechaCreacion,FechaEnvio,FechaSolicitudCancelacion,fechaUltimaModificacion,FechaAceptacion,FechaCancelacion,tieneItems,PromedioCalificacion,CantidadEvaluacion,MontoTotalOC,TipoMonedaOC,MontoTotalOC_PesosChilenos,Impuestos,TipoImpuesto,Descuentos,Cargos,TotalNetoOC,CodigoUnidadCompra,RutUnidadCompra,UnidadCompra,CodigoOrganismoPublico,OrganismoPublico,sector,ActividadComprador,CiudadUnidadCompra,RegionUnidadCompra,PaisUnidadCompra,CodigoSucursal,RutSucursal,Sucursal,CodigoProveedor,NombreProveedor,ActividadProveedor,ComunaProveedor,RegionProveedor,PaisProveedor,Financiamiento,PorcentajeIva,Pais,TipoDespacho,FormaPago,CodigoLicitacion,Codigo_ConvenioMarco,IDItem,codigoCategoria,Categoria,codigoProductoONU,NombreroductoGenerico,RubroN1,RubroN2,RubroN3,EspecificacionComprador,EspecificacionProveedor,cantidad,UnidadMedida,monedaItem,precioNeto,totalCargos,totalDescuentos,totalImpuestos,totalLineaNeto,Forma de Pago
48084160,2736-198-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2736-198-AG23,Desarme e Instalación de Cerco Vibrado con Retiro de Escombros,"Desarme e Instalación de Cerco Vibrado con Retiro de Escombros, en José Luis Osorio N° 115. Solicita Dña. Katia Guzmán Geissbuhler, Dir. Desarrollo Comunitario.",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,4,Enviada a proveedor,1,Nueva orden de compra,2023-05-08,2023-05-08,2023-05-08,2023-05-08,NA,NA,1,0,0,666400,CLP,666400,106400,IVA,0,0,560000,3725,69.180.100-4,MUNICIPAL,100156,I MUNICIPALIDAD DE ANGOL,Municipalidades,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Angol,Región de la Araucanía,Extranjero,1102400,77.065.003-8,RAUL ALEJANDRO,1693090,CONSTRUCTORA SAEL SPA,contruccion de edificaciones,Temuco,Región de la Araucanía,NA,215-22-08-999,19,Extranjero,7,2,NA,NA,128449957,73121800,Servicios de producción y fabricación industrial / Industrias del metal y de minerales / Servicios industriales de productos minerales no metálicos,73121805,"Servicios de fabricación de productos de hormigón, aglomerado o piedra",Servicios de producción y fabricación industrial,Industrias del metal y de minerales,Servicios industriales de productos minerales no metálicos,"Desarmen e Instalación de Cerco Vibrado de 2.10mts. de alto por 4mts. de largo, con Retiro de Escombros, en José Luis Osorio N° 115 Angol. Especificar claramente lo que Oferta y Plazo de Entrega dentro de lo solicitado. Se sugiere realizar visita a Terren",NA,2,Unidad,CLP,280000,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48048079,1465-310-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1465-310-AG23,AG ECONOMATO (MERMELADAS DIET Y NORMALES),"MEMO N°232
ENTREGAR EN HOSPITAL DE TENO
BODEGA DE ECONOMATO
ENCARGADO: CLAUDIO HERNANDEZ
HORARIOS
LUNES A JUEVES:
MAÑANA 8:15 A 12:45 HRS.
TARDE 14:00 A 16:45 HRS
VIERNES:
MAÑANA 8:15 A 12:45 HRS.
TARDE 14:00 A 15:20 HRS.",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-02,2023-05-03,2023-05-02,2023-05-02,2023-05-07,NA,1,408125,64,541450,CLP,541450,86450,IVA,0,0,455000,2461,61.606.907-1,Hospital Teno,7261,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TENO,Salud,Servicio Publico-Área Salud.,Teno,Región del Maule,Extranjero,202592,7.034.236-7,RODRIGO JORGE RUIZ RODRIGO,198483,RODRIGO JORGE RUIZ RODRIGO,"OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUC| SERVICIOS DE BANQUETES, BODAS Y OTRAS CEL",Camiña,Región de Tarapacá,NA,711,19,Extranjero,7,2,NA,NA,128342406,50192400,"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",50192401,"Mermeladas, gelatinas, conservas de fruta","Alimentos, bebidas y tabaco",Alimentos preparados y conservados,"Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",MERMELADA NORMAL SABOR DURAZNO,NA,50,Unidad,CLP,1200,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
47908238,4968-739-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=4968-739-SE23,INFORMES EXÁMENES TAC DESDE 4968-42-LR21 (MARZO 11/36),"Informes Exámenes TAC DESDE 4968-42-LR21
REXE.395 01-03-2022 ADJUDICA
REXE.1791 04-08-2022 APRUEBA CONTRATO
CONTRATO N°6/2022
ITEM 2212999002
REF.TEC.LUIS MOYANO",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,4,Enviada a proveedor,1,Nueva orden de compra,2023-04-10,2023-05-11,2023-04-10,2023-04-10,NA,NA,1,0,0,961200,CLP,961200,0,Exento,0,0,961200,5882,61.606.604-8,ABASTECIMIENTO ECONOMATO,7485,HOSPITAL DE QUILPUE,Salud,OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,Quilpué,Región de Valparaíso,CL,237780,76.543.900-0,Teleradiologos ltda,232850,Teleradiologos ltda,OTRAS ACTIVIDADES EMPRESARIALES RELACIONADAS CON L,San Miguel,Región Metropolitana de Santiago,Chile,NA,0,CL,12,2,4968-42-LR21,NA,127921583,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales",85122201,Exámenes médicos,"Salud, servicios sanitarios y alimentación",Medicina y servicios de salud,Evaluaciones de salud individuales,"Informes de Tomografía Computada No Prioritarios (AMBULATORIOS)
MARZO 11/36
MENSUAL AÑO 2023","Informes de Tomografía Computada No Prioritarios AMBULATORIOS
Validez oferta 90 dias",108,Unidad,CLP,8900,0,0,0,961200,30 dias contra la recepcion conforme de la factura
48089388,3510-650-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3510-650-AG23,Orden de Compra generada por invitación a compra ágil: 3510-814-COT23,Orden de Compra codigo: 3510-650-AG23 dirigida a COMERCIAL POLICARPO HORACIO ARREDONDO E.I.R.L.,AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-08,2023-05-08,2023-05-08,2023-05-08,2023-05-08,NA,1,5,1,957355,CLP,957355,152855,IVA,0,0,804500,4431,69.220.601-0,Departamento de Educacion,115011,I MUNICIPALIDAD DE CALBUCO,Municipalidades,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Calbuco,Región de los Lagos,Extranjero,522326,76.007.461-6,comercial arredondo eirl,1047757,comercial policarpo horacio arredondo eirl,"SERVICIOS RELACIONADOS CON LA ACUICULTURA, NO INCLUYE SERVICIOS PROFES| OTROS TIPOS DE CORRETAJES O REMATES N.C.P. (NO INCLUYE SERVICIOS DE MA| MAYORISTAS DE PRODUCTOS DEL MAR (PESCADO, MARISCOS, ALGAS)| VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MAT",Calbuco,Región de los Lagos,NA,Fondos FAEP 2022,19,Extranjero,7,2,NA,NA,128466348,27112100,Herramientas y maquinaria en general / Herramientas manuales / Prensas y herramientas especiales,27112111,Alicates de lagartos,Herramientas y maquinaria en general,Herramientas manuales,Prensas y herramientas especiales,"ALICATE UNIVERSAL DE 6""""",NA,5,Unidad,CLP,7000,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48099131,4141-78-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=4141-78-SE23,Colaciones Saludables,Compra de colaciones saludables para celebrar día del alumno en Escuela Margot Loyola Palacios.,SE,Adquisiciones inferiores a 10 UTM que privilegien materias de alto impacto social,Si,No,8,SE,Sin emisión automática,4,Enviada a proveedor,1,Nueva orden de compra,2023-05-09,2023-05-09,2023-05-09,2023-05-09,NA,NA,1,0,0,356827807,CLP,356827807,56972507,IVA,0,0,2998553,5061,69.091.000-4,Educación,123526,I MUNICIPALIDAD DE PALMILLA,Municipalidades,MUNICIPALIDADES,Palmilla,Región del Libertador General Bernardo O´Higgins,CL,671231,10.017.396-4,supermercadosebastian,1273171,GLADYS DEL CARMEN OJEDA CARREÑO,-,Palmilla,Región del Libertador General Bernardo O´Higgins,Chile,215.22.01.001,19,CL,12,2,NA,NA,128495594,93131600,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición",93131608,Servicios de suministro de alimentos,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública",Ayuda y asistencia humanitaria,"Política, planificación y programas de alimentación y nutrición","Compra de colaciones saludables para celebrar """"día del Alumno"""" en Escuela Margot Loyola Palacios.",Alimentos saludables.,1,Unidad no definida,CLP,"299855,3",0,0,0,2998553,30 dias contra la recepcion conforme de la factura
48085800,564953-223-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=564953-223-SE23,INSUMOS DE FERRETERIA. LCI. 564953-28-LE23,"HORARIO DE ENTREGA: LUNES A JUEVES DE 8:30 A 13:00 - 14:00 A 16:30 Y VIERNES DE 8:30 A 13:00 -14:00 A 15:30.
LOS LUGARES DE DESPACHO SERÁN PROPORCIONADOS AL PROVEEDOR UNA VEZ EMITIDA LA ORDEN DE COMPRA
LA FACTURA DEBE SER EXTENDIDA A CORPORACIÓN DE EDUC",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,4,Enviada a proveedor,1,Nueva orden de compra,2023-05-08,2023-05-08,2023-05-08,2023-05-08,NA,NA,1,455,40,281063839,CLP,281063839,44875739,IVA,0,0,2361881,564953,70.902.000-5,Corporación de Educación y Salud de Las Condes,1122214,Corporación de Educación y Salud de Las Condes,Municipalidades,ACTIVIDADES DE OTRAS ASOCIACIONES N.C.P.,Las Condes,Región Metropolitana de Santiago,CL,579965,80.780.200-3,Ferretería Ravera,1148396,J RAVERA Y COMPANIA LIMITADA,VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MA,San Miguel,Región Metropolitana de Santiago,Chile,422103,19,CL,12,2,564953-28-LE23,NA,128454683,27112900,Herramientas y maquinaria en general / Herramientas manuales / Herramientas dosificadoras,27112904,Pistola de resina,Herramientas y maquinaria en general,Herramientas manuales,Herramientas dosificadoras,TUBO DE SILICONAS PARA BAÑOS Y COCINA,TUBO DE SILICONAS PARA BAÑOS Y COCINA,6,Unidad,CLP,2496,0,0,0,14976,30 dias contra la recepcion conforme de la factura
48098318,1057461-631-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057461-631-SE23,AT/ ANDADOR CON 2 RUEDAS Y ASIENTO GES -36,"ADQUISICIÓN DE ORTESIS PROGRAMA AYUDAS TÉCNICAS. DESDE 1057461-25-LE22, MEDIANTE RESOLUCIÓN EXENTA N°903 DEL 08/08/2022.

OBSERVACIONES:
SOL. CONTRA RECETA MÉDICA N° 0897182 GES 36

DATOS DE ENTREGA:
Dirección: Av. Manuel Montt s/n, Hospital san Jua",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-05-09,2023-05-10,2023-05-09,2023-05-09,2023-05-11,NA,1,5,2,33085332,CLP,33085332,5282532,IVA,0,0,278028,1057461,61.606.913-6,Bienes y Servicios,7256,SERVICIO DE SALUD DEL MAULE HOSPITAL DE CAUQUENES,Salud,Servicio Público,Cauquenes,Región del Maule,CL,21948,79.785.840-4,ORTOMEDICA LIFANTE SA,22463,ORTOMEDICA LIFANTE S.A,VENTA AL POR MAYOR NO ESPECIALIZADA| VENTA AL POR,Providencia,Región Metropolitana de Santiago,Chile,NA,19,CL,7,2,1057461-25-LE22,NA,128493007,42241700,"Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Productos ortopédicos blandos para la extremidad inferior",42241707,Soportes para caminar,Equipamiento y suministros médicos,"Productos medicinales para deportes, prostéticos y ortopédicos",Productos ortopédicos blandos para la extremidad inferior,"ANDADOR CON DOS RUEDAS Y ASIENTO.
GES 36",SUMINISTRO DE ANDADOR CON DOS RUEDAS Y ASIENTO,4,Unidad,CLP,69507,0,0,0,278028,30 dias contra la recepcion conforme de la factura
48042786,1253406-14-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1253406-14-AG23,Orden de Compra  Materiales para mantenimiento y reparacion compra ágil: 1253406-5-COT23,Orden de Compra codigo: 1253406-14-AG23 dirigida a BENITO NICOLÁS MARSAN LAGUNAS,AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-02,2023-05-03,2023-05-02,2023-05-02,2023-05-04,NA,1,47,2,541331,CLP,541331,86431,IVA,0,0,454900,1253406,71.165.800-9,ESCUELA LIBERTADOR BERNARDO OHIGGINS,1085182,"Corporación de Ecuación, Salud y Menores de Puerto Natales",Municipalidades,ESTABLECIMIENTO EDUCACIONAL,Puerto Natales,Región de Magallanes y de la Antártica,Extranjero,109231,15.905.508-6,Benito Nicolas Marsan Lagunas,106666,BENITO NICOLÁS MARSAN LAGUNAS,SERVICIOS DE ARQUITECTURA Y TECNICO RELACIONADO| SERVICIOS PROFESIONALES DE TOPOGRAFIA Y AGRIMENSURA| OTROS SERVICIOS DESARROLLADOS POR PROFESIONALES| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.,Punta Arenas,Región de Magallanes y de la Antártica,NA,215-22-08-999-011,19,Extranjero,7,2,NA,NA,128327447,39121700,Artículos eléctricos y de iluminación / Equipamiento y artículos eléctricos / Suministros y accesorios eléctricos,39121701,Soportes eléctricos,Artículos eléctricos y de iluminación,Equipamiento y artículos eléctricos,Suministros y accesorios eléctricos,soportes con tapa ciega embutido color blanco,NA,5,Unidad,CLP,800,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48079594,5586-2016-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=5586-2016-AG23,"B/S compra de pendones, mini pendones, panel araña y stickers,Orden de Compra generada por invitación a compra ágil: 5586-1114-COT23","CONTACTO: MARIA RUIZ
SEC:2140

Orden de Compra codigo: 5586-2016-AG23 dirigida a SERGIO FELIPE MELO COFRÉ",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-05,2023-05-05,2023-05-05,2023-05-05,2023-05-08,NA,1,433333333333333,3,56205961,CLP,56205961,8974061,IVA,0,0,472319,6499,87.912.900-1,Universidad de la Frontera,277559,UNIVERSIDAD DE LA FRONTERA,"Gob. Central, Universidades",UNIVERSIDADES,Temuco,Región de la Araucanía,Extranjero,746217,14.218.453-2,CREASMILE,1096392,SERGIO FELIPE MELO COFRÉ,COMERCIO,Temuco,Región de la Araucanía,NA,2140,19,Extranjero,7,2,NA,NA,128437151,80141600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing",80141618,"Agencias de marketing de ventas, incluidas las impresiones","Servicios profesionales, administrativos y consultorías de gestión empresarial",Servicios para la comercialización y distribución,Ventas y marketing,"compra de pendones, mini pendones, panel araña y stickers, según adjunto","compra de pendones, mini pendones, panel araña y stickers, según adjunto",1,Global,CLP,472319,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48082064,3000-700-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3000-700-SE23,"Material Eléctrico, DPTO. SOCIAL","Materiales eléctricos, Convenio Suministro 2997-5-LQ22, para entrega de Ayuda Social a poblador de la comuna d Monte Patria, según pedido de materiales Nº69.338, emitido por DPTO. SOCIAL. DATOS DE FACTURACIÓN: Dirección: Balmaceda s/n; Ciudad/Comuna: Mont",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-05-08,2023-05-08,2023-05-08,2023-05-08,2023-05-09,NA,1,0,0,27190548,CLP,27190548,4341348,IVA,0,0,228492,3963,69.040.800-7,Dirección  Adm. y  Finanzas,112924,I MUNICIPALIDAD DE MONTEPATRIA,Municipalidades,GOBIERNO CENTRAL| ACTIVIDADES DE OTRAS ORGANIZACIONES PROFESIONALES,Monte Patria,Región de Coquimbo,CL,862984,76.490.529-6,RIELEC LIMITADA,1458422,SOCIEDAD COMERCIAL RIELEC LIMITADA,"COMERCIALIZADOR DE MATERIALES ELECTRICOS,ELECTRONI",Ovalle,Región de Coquimbo,Chile,215.22.04.012.002.001,19,CL,7,2,2997-5-LQ22,NA,128444144,60104900,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Materiales, artículos y suministros didácticos profesionales y para el desarrollo personal / Materiales de física de electricidad",60104904,Kits de electricidad,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos","Materiales, artículos y suministros didácticos profesionales y para el desarrollo personal",Materiales de física de electricidad,CABLE METRO EVA 07Z1K 2.5 MM ROJO (107604),CABLE METRO EVA 07Z1K 2.5 MM ROJO (107604),100,Metro Lineal,CLP,403,0,0,0,40300,30 dias contra la recepcion conforme de la factura
48049693,1057476-484-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057476-484-AG23,SERVICIO DE ACCESO A DOE (EL BANCO DE INFORMACIÓN DE CHILE) DOCUMENTOS OFICIALES ELECTRÓNICOS,IMPORTANTE:  Se solicita facturar el mismo día del despacho. La factura debe contener el ID de la Orden de Compra (1057476-484-AG23) en el folio del requerimiento (código 801) y debe enviarse en formato XML al correo dipresrecepcion@custodium.com dentro d,AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,12,Recepcion Conforme,7,Recepcion Conforme,2023-05-02,2023-05-03,2023-05-02,2023-05-02,2023-05-03,NA,1,46,18,297500,CLP,297500,47500,IVA,0,0,250000,1057476,61.608.003-2,Bienes y Servicios,7044,INSTITUTO PSIQUIATRICO DR JOSE HORWITZ BARAK,Salud,Servicio Público,Recoleta,Región Metropolitana de Santiago,Extranjero,592833,76.023.530-k,Info Update,1170784,INFO-UPDATE LIMITADA,EMPRESAS DE SERVICIOS INTEGRALES DE INFORMATICA| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.,Santiago Centro,Región Metropolitana de Santiago,NA,NA,19,Extranjero,7,2,NA,NA,128347177,43232300,"Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de consultas y gestión de datos",43232305,Software de creación de informes de bases de datos,"Tecnologías de la información, telecomunicaciones y radiodifusión",Software,Software de consultas y gestión de datos,SERVICIO DE ACCESO A DOE (EL BANCO DE INFORMACIÓN DE CHILE) DOCUMENTOS OFICIALES ELECTRÓNICOS,NA,1,Unidad,CLP,250000,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48100417,501-175-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=501-175-AG23,ÚTILES ESCOLARES ESCUELA NUEVA ALDEA-SEP,"UTILES ESCOLARES ESCUELA NUEVA ALDEA RBD 4026-6, ACCIÓN: RECURSOS E INSUMOS PARA LA CREACIÓN DE AMBIENTES SEGUROS, CON CARGO  A FONDOS SEP.",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,4,Enviada a proveedor,1,Nueva orden de compra,2023-05-10,2023-05-11,2023-05-11,2023-05-11,NA,NA,1,498888888888889,18,178140501,CLP,178140501,28442601,IVA,0,0,1496979,1497,69.150.300-3,Departamento de Educación,7418,Ilustre Municipalidad de Ranquil,Municipalidades,NA,Ranquil,Región del Ñuble,Extranjero,18044,77.283.950-2,BLUE MIX SPA,18770,BLUE MIX SPA,COMERCIO POR MENOR DE JUGUETES| COMERCIO DE ARTICULOS DE SUMINISTROS DE OFICINAS Y ARTICULOS DE ESCRIT,Chillán,Región del Ñuble,NA,215-22-04-002-005-004 SEP,19,Extranjero,7,2,NA,NA,128498981,60123000,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos / Equipos de arte y manualidades, accesorios y suministros / Artesanía de espuma",60123001,Figuras de goma Eva,"Instrumentos musicales, juegos, juguetes, artesanías y materiales educativos","Equipos de arte y manualidades, accesorios y suministros",Artesanía de espuma,GOMA EVA AMARILLO,GOMA EVA AMARILLO,10,Pliego,CLP,558,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48050065,3653-330-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3653-330-SE23,Traslado Alumnos / DAEM.,"Traslado Alumnos / DAEM.
Nota de Pedido N°125.

Transporte Exclusivo para alumnos Escuela Rural de Folilco -Oferente Sr. Juan Segundo Escobar Gurierrez Rut: 9.194.914-8, valor mensual a cancelar $ 1.782.000.- dias trabajados mes de Abril 2023 - 30 ID 3",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-05-02,2023-05-03,2023-05-02,2023-05-03,2023-05-03,NA,1,0,0,1782000,CLP,1782000,0,Exento,0,0,1782000,4573,69.200.600-3,Depto. de Educacion,7159,I MUNICIPALIDAD DE LOS LAGOS,Municipalidades,"EXTRACCION DE PIEDRA, ARENA Y ARCILLA| GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| MUNICIPALIDADES| HOSPITALES Y CLINICAS| OTROS SERVICIOS DE DIVERSION Y ESPARCIMIENTOS N.C.P.",Los Lagos,Región de Los Ríos,CL,680226,9.194.914-8,BUSES  GALICIA,1281867,JUAN SEGUNDO ESCOBAR GUTIÉRREZ,-,Los Lagos,Región de Los Ríos,Chile,SUBV GENERAL,0,CL,9,2,3653-54-LQ22,NA,128348432,78111800,"Servicios de transporte, almacenaje y correo / Transporte de pasajeros / Transporte de pasajeros por carretera",78111803,Servicios de autobuses contratados,"Servicios de transporte, almacenaje y correo",Transporte de pasajeros,Transporte de pasajeros por carretera,Servicio Exclusivo para estudiantes Escula Rural Folilco desde los sectores : Mi Tierra-Colo Colo-Quiquilco-Quilquilco Alto-Las Huellas-Marafra-Piedras Moras-Santa Julia-San Alfonso-San Francisco- Santa Ana-Fundo san Pedro Interior.,Servicio Exclusivo para estudiantes Escula Rural Folilco desde los sectores : Mi Tierra-Colo Colo-Quiquilco-Quilquilco Alto-Las Huellas-Marafra-Piedras Moras-Santa Julia-San Alfonso-San Francisco- Santa Ana-Fundo san Pedro Interior.,1,Unidad,CLP,1782000,0,0,0,1782000,30 dias contra la recepcion conforme de la factura
48073734,1968-863-CM23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1968-863-CM23,CDP VILLARRICA ADQUIERE FRUTAS Y VERDURAS PARA CENTRAL DE ALIMENTACION 15-05-23 GENDARMERIA DE CHILE - REGION DE LA ARAUCANIA Orden de Compra: 1968-863-CM23,SR. PROVEEDOR SE REQUIERE QUE LA FACTURA SE AJUSTE AL MONTO TOTAL DE LA ORDEN DE COMPRA RESPECTIVA PARA PROCEDER AL PAGO ADEMAS DE ENVIAR EN ARCHIVO XML A CASILLA dipresrecepcion@custodium.com DENTRO DE 72 HORAS DE EMITIDA LA FACTURA.,CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2023-05-05,2023-05-05,2023-05-05,2023-05-05,2023-05-07,NA,1,475714285714286,14,1385630,CLP,1385630,0,Exento,0,0,1385630,2963,61.004.087-K,Región de La Araucanía,6925,DIRECCION GENERAL DE GENDARMERIA DE CHIL,"Gob. Central, Universidades",Gubernamental,Villarrica,Región de la Araucanía,CL,71947,11.907.734-6,SANDRA RAMIREZ PONCE,69764,SANDRA IVONNE RAMÍREZ PONCE,"CORRETAJE DE PRODUCTOS AGRICOLAS| COMERCIO AL POR MENOR DE VERDURAS Y FRUTAS (VERDULERIA)| VENTA AL POR MENOR DE PESCADOS, MARISCOS Y PRODUCTOS CONEXOS",NA,NA,CL,1679,0,CL,12,2,NA,2239-7-LR17,128419030,NA,NA,0,CIRUELA - GRANEL KILO APROX. IX REGION,NA,NA,NA,(1462733) CIRUELA - GRANEL KILO APROX. IX REGION,(1462733) CIRUELA - GRANEL KILO APROX. IX REGION ; Región de la Araucanía ; Villarrica; AV. PEDRO DE VALDIVIA 0315,60,NA,CLP,733,0,0,0,43980,30 dias contra la recepcion conforme de la factura
48053880,699866-2572-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=699866-2572-SE23,699866-146-LE22/2204005003/NYLON 9/0 OFT (AG 3/8)/mayo,"Despachar a Bodega de Insumos del Hospital de Talca, ubicada 1 norte N° 1951 con flete incluido dentro de 48 horas. Fono Contacto 071-747398 o 071-747395.
Insumos mayo 
",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-05-03,2023-05-03,2023-05-03,2023-05-03,2023-05-03,NA,1,0,0,20717424,CLP,20717424,3307824,IVA,0,0,174096,699866,61.606.901-2,Insumos Clínicos,7260,SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA,Salud,Salud,Talca,Región del Maule,CL,1054410,76.860.782-6,Cell Zion Soluciones para Investigación y Medicina,1647391,"CELL ZION, SOLUCIONES PARA INVESTIGACION SPA",asesorias y soluciones para la investigacion y med,Alhué,Región Metropolitana de Santiago,Chile,NA,19,CL,12,48,699866-146-LE22,NA,128359253,42312200,Equipamiento y suministros médicos / Productos para el cuidado de heridas / Sutura y productos relacionados,42312201,Sutura,Equipamiento y suministros médicos,Productos para el cuidado de heridas,Sutura y productos relacionados,NYLON MONOF 9/0 OFTAL 2 AG.ESPATU.3/8 C6.4-6.6 MM H30 CM (Codigo Interno 040500030103),"Sutura quirúrgica estéril no absorbible de Nylon Monofilamento SUTULON, calibre 9-0 con aguja 38 circulo punta espatulada de 6.5mm y longitud hilo 30cm. Color Azul. Almacenamiento menor a 27°C. Marca americana SUTUMED.
CAJA X 12 UNI",36,Unidad,CLP,4836,0,0,0,174096,NA
